,BRTITLE,BRNUM,STORYNUM,BRSTORY,MAINCHAR,ALLCHAR,ORIGTITLE,ORIGNUM,ORIGYEAR,WRITER,ARTIST,SUMMARY
209,Heróis da TV,45,1,Quando o mal triunfa,Thor,Thor Surfista Prateado Loki Durok O Arrasador Balder Sif Karnilla Heimdall,Thor,193,1971,Gerry Conway,John Buscema,NA
210,Heróis da TV,45,2,Adormecer e não despertar jamais,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Leiko Wu Black Jack Tarr Sir Nayland-Smith Melissa Greville Clive Reston Zaran Fah Lo Suee,Master of Kung Fu,79,1979,Doug Moench,Mike Zeck,NA
211,Heróis da TV,45,3,O cão negro da vingança!,Conan,Conan O Bárbaro Melissandra Kharam-Akkad Fafnir Yezdigerd Balthaz Alafdhal Lykas Cão Negro Rei Ennatum,Conan The Barbarian,20,1972,Roy Thomas,Barry Windsor-Smith,NA
212,Heróis da TV,46,1,A seita dos leopardos,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Clive Reston Black Jack Tarr Leiko Wu Sir Nayland-Smith Melissa Greville Fu Manchu Fah Lo Suee Zaran Lyman Leeks,Master of Kung Fu,80,1979,Doug Moench,Mike Zeck,17 Páginas
213,Heróis da TV,46,2,Perseguição,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Leiko Wu Clive Reston Sir Nayland-Smith Black Jack Tarr Fah Lo Suee Zaran Melissa Greville Lyman Leeks Dr. Petrie Sra. Haversham Karamenah,Master of Kung Fu,81,1979,Doug Moench,Mike Zeck,18 Páginas
214,Heróis da TV,46,3,Banido de Asgard!,Thor,Thor Odin,Journey Into Mystery,109,1964,Stan Lee,Jack Kirby,5 Páginas
215,Heróis da TV,46,4,As desventuras de Pip,Adam Warlock,Adam Warlock Pip O Troll Starfox Dalila Delícia Mama Alpha Probócios,Warlock,12,1976,"Jim Starlin Arte:  Steve Leialoha Layout:  Jim Starlin Cores:  Rita de Carvalho Letrista:  Jorge Yamamoto Tradutor:  Jotapê Martins Editor original:  Marv Wolfman
Publicada originalmente em   Warlock (1972) n° 12/1976 - Marvel Comics
             
Título original: ""A trollish tale!"".17 Páginas",NA,17 Páginas
216,Heróis da TV,46,5,Trono do mal,Thor,Thor Loki Sif Balder Karnilla Hogun Fandral Volstagg Odin,Thor,194,1971,Gerry Conway,John Buscema,14 Páginas
217,Heróis da TV,47,1,Um tiro na alma,Surfista Prateado,Surfista Prateado Shalla Bal Yarro Gort,"Silver Surfer, The",10,1969,Stan Lee,John Buscema,15 Páginas
218,Heróis da TV,47,2,"Oh, amarga vitória!",Surfista Prateado,Surfista Prateado Shalla Bal Yarro Gort,"Silver Surfer, The",11,1969,Stan Lee,John Buscema,18 Páginas
219,Heróis da TV,47,3,Heróis fora-da-lei,Vingadores,Vingadores Capitão América Feiticeira Escarlate Golias II Homem de Ferro Mercúrio Thor Visão II Capitão Marvel Super-Skrull Quarteto Fantástico Warren Craddock Triton Skrulls Imperador Dorrek VII Anelle Mandróides,"Avengers, The",94,1971,Roy Thomas,"John Buscema,  Neal Adams","Os capítulos 1971: Uma Odisséia no Espaço e Surgem os Mandróides, homenageiam o filme ""2001"" e a novela ""Behold the Man"
220,Heróis da TV,47,4,O monstro dos monólitos,Conan,"Conan O Bárbaro Melissandra Kharam-Akkad Yezdigerd Justin O Ermitão Cego Narampyr Akkif O Moleiro Khurusan Rei Ennatum Yaar Ali Akhaan
História: Robert E. Howard Roteiro: Roy Thomas Desenho: P. Craig Russell Val Mayerik Arte-Final: Sal Buscema Dan Adkins Layout: Barry Windsor-Smith Cores: Cleusa M. C. Acosta Letrista: Edison Gasparim Tradutor: Jotapê Martins Editor original: Roy Thomas
Publicada originalmente em  Conan The Barbarian (1970) n° 21/1972 - Marvel Comics
       
Em missão de reforço a sitiada Makalet Conan e a tropa chegam a estranhos obeliscos e para surpresa matam seu zelador (eremita cego) e os soldados deixam Conan inconsciente amarrando-o e a filha do zelador no altar para sacrificá-los! Agora terá de enfrentar um enorme ser semelhante a um sapo! Inspirado em parte do conto ""The Black Stone"" de Robert E. Howard.Esboços de Smith lápis de Russell e Mayerik.8 páginas (das 20 originais).Título original: ""Monster of the Monoliths!"".18 Páginas",Conan The Barbarian,21,1972,Roy Thomas,"P. Craig Russell,  Val Mayerik",18 Páginas
221,Heróis da TV,48,1,Algo mais que Inumano,Vingadores,Vingadores Capitão América Golias II Homem de Ferro Thor Visão II Inumanos Capitão Marvel Triton Mandróides Nick Fury Warren Craddock Rick Jones Raio Negro Maximus Feiticeira Escarlate Mercúrio Skrulls Inteligência Suprema,"Avengers, The",95,1972,Roy Thomas,Neal Adams,NA
222,Heróis da TV,48,2,"Horas de loucura, dia de morte",Nick Fury,"Nick Fury S.H.I.E.L.D. Dum Dum Dugan Jimmy Woo Gabe Jones
Argumento: Archie Goodwin Frank Springer Roteiro: Archie Goodwin Arte: Frank Springer Cores: Rita de Carvalho Letrista: Edison Gasparim Tradutor: Jotapê Martins Editor original: Stan Lee
Publicada originalmente em  Nick Fury Agent of S.H.I.E.L.D. (1968) n° 7/1968 - Marvel Comics
       
18 páginas (das 20 originais).Título original: ""Hours of madness day of death"".18 Páginas","Nick Fury, Agent of S.H.I.E.L.D.",7,1968,"Archie Goodwin Arte:  Frank Springer Cores:  Rita de Carvalho Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Stan Lee
Publicada originalmente em   Nick Fury, Agent of S.H.I.E.L.D. (1968) n° 7/1968 - Marvel Comics
             
18 páginas (das 20 originais).Título original: ""Hours of madness, day of death"".18 Páginas",NA,18 Páginas
223,Heróis da TV,48,3,Ladrão de estrelas / O bizarro cérebro de Barry Bauman,Adam Warlock,Adam Warlock Ladrão de Estrelas,Warlock,13,1976,"Jim Starlin Arte:  Steve Leialoha Layout:  Jim Starlin Cores:  Cleusa M. C. Acosta Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Marv Wolfman
Publicada originalmente em   Warlock (1972) n° 13/1976 - Marvel Comics
             
16 páginas (das 17 originais).Títulos originais: ""...Here dwells the Star Thief! / The bizarre brain of Barry Bauman"".",NA,..Here dwells the Star Thief! / The bizarre brain of Barry Bauman
224,Heróis da TV,48,4,Volta ao lar,Adam Warlock,Adam Warlock Ladrão de Estrelas,Warlock,14,1976,"Jim Starlin Arte:  Steve Leialoha Layout:  Jim Starlin Cores:  Cleusa M. C. Acosta Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Marv Wolfman
Publicada originalmente em   Warlock (1972) n° 14/1976 - Marvel Comics
             
16 páginas (das 17 originais).Título original: ""Homecoming!"".",NA,
225,Heróis da TV,49,1,Os Tigres da Noite,Punho de Ferro,Punho de Ferro Rafael Scarfe John Byrne Serpente de Aço Misty Knight Homem-Aranha Mary Jane Watson Joy Meachum Bill Hao Jeryn Hogarth Ward Meachum Chaka,Iron Fist,8,1976,Chris Claremont,John Byrne,16 Páginas
226,Heróis da TV,49,2,O Druida Cósmico,Thor,Thor Últimus,Thor,209,1973,Gerry Conway,John Buscema,18 Páginas
227,Heróis da TV,49,3,A batalha de Andrômeda,Vingadores,Vingadores Capitão América Golias II Homem de Ferro Thor Visão II Rick Jones Feiticeira Escarlate Mercúrio Capitão Marvel Skrulls Super-Skrull Inteligência Suprema Ronan O Acusador Krees Aniquilador Nick Fury Imperador Dorrek VII,"Avengers, The",96,1972,Roy Thomas,Neal Adams,NA
228,Heróis da TV,49,4,Dois homens contra uma cidade,Conan,Conan O Bárbaro,Conan The Barbarian,29,1973,Roy Thomas,John Buscema,18 Páginas
229,Heróis da TV,50,1,Nasce uma guerreira,"Sonja
Roteiro:  Roy Thomas",Sonja,"Savage Sword of Conan, The",78,1982,"Roy Thomas,  Doug Moench",Dick Giordano,13 Páginas
230,Heróis da TV,50,2,O retorno do mal,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Leiko Wu Black Jack Tarr Clive Reston Melissa Greville Sir Nayland-Smith Lyman Leeks Sra. Haversham Karamenah Dr. Petrie Fu Manchu,Master of Kung Fu,82,1979,Doug Moench,Mike Zeck,17 Páginas
231,Heróis da TV,50,3,A morte do dragão,Punho de Ferro,Punho de Ferro Misty Knight Jeryn Hogarth Alan Cavenaugh Bill Hao Chaka Serpente de Aço Ward Meachum Joy Meachum,Iron Fist,9,1976,Chris Claremont,John Byrne,17 Páginas
232,Heróis da TV,50,4,Herança cósmica,Vingadores,Vingadores Capitão América Golias II Homem de Ferro Thor Visão II Feiticeira Escarlate Mercúrio Rick Jones Capitão Marvel Aniquilador Anjo (Era de Ouro) Barbatana Visão I Patriota (Capitão América III) Caveira Flamejante Tocha Humana I Namor O Príncipe Submarino Skrulls Krees Inteligência Suprema Ronan O Acusador Imperador Dorrek VII Anelle Warren Craddock Nick Fury,"Avengers, The",97,1972,Roy Thomas,John Buscema,NA
233,Heróis da TV,51,1,A sombra no mausoléu,Conan,"Conan O Bárbaro Hobar
História: L. Sprague de Camp Roteiro: Roy Thomas Desenho: John Buscema Arte-Final: Ernie ""Chua"" Chan Cores: Flora Schuch Letrista: José Luiz Torres Pinto Tradutor: Jotapê Martins Editor original: Roy Thomas
Publicada originalmente em  Conan The Barbarian (1970) n° 31/1973 - Marvel Comics
       
Título original ""The shadow in the tomb!""Uma adaptação do conto de L. Sprague DeCamp ""The Thing in the Crypt.""Mais uma vez juntando forças Conan e o exército turaniano enfrentam os homens da colina. Mas espere! Outra batalha estressante acontece contra Conan e… sua sombra ?!19 Páginas",Conan The Barbarian,31,1973,Roy Thomas,John Buscema,NA
234,Heróis da TV,51,2,O fênix e a cobra,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Fu Manchu Clive Reston Sir Nayland-Smith Fah Lo Suee Black Jack Tarr Leiko Wu Zaran Melissa Greville Lyman Leeks Ducharme Karamenah,Master of Kung Fu,83,1979,Doug Moench,Mike Zeck,NA
235,Heróis da TV,51,3,A sina de um guerreiro,Adam Warlock,Adam Warlock Pip O Troll Drax O Destruidor Gamora Thanos Marr Gar,Warlock,15,1976,"Jim Starlin Arte:  Jim Starlin Cores:  Rita de Carvalho Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Archie Goodwin
Publicada originalmente em   Warlock (1972) n° 15/1976 - Marvel Comics
             
Título original ""Just a series of events.""A eternidade chama Adam Warlock e ele deve responder. As melhores e piores vidas passadas de Warlock são fundidas em uma entidade cósmica. Warlock recebe uma profecia e um orbe mágico da Eternidade. Quem são os cinco seres que irão definir o futuro do Warlock?17 Páginas",NA,NA
236,Heróis da TV,51,4,Punho de Ferro assassino!,Punho de Ferro,Punho de Ferro Misty Knight Colleen Wing Ward Meachum Bill Hao Rafael Scarfe Chaka,Iron Fist,10,1976,Chris Claremont,John Byrne,NA
237,Heróis da TV,52,1,Nas garras de Mefisto,Surfista Prateado,Surfista Prateado Mefisto Shalla Bal Nick Fury Senhor Fantástico Tocha Humana II S.H.I.E.L.D. Dum Dum Dugan Quarteto Fantástico Coisa Homem de Ferro,"Silver Surfer, The",16,1970,Stan Lee,John Buscema,35 Páginas
238,Heróis da TV,52,2,O dragão e o touro,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Black Jack Tarr Lyman Leeks Clive Reston Leiko Wu Melissa Greville Fah Lo Suee Fu Manchu Sra. Haversham Sir Nayland-Smith Zaran,Master of Kung Fu,84,1980,Doug Moench,Mike Zeck,17 Páginas
239,Heróis da TV,52,3,O demônio no labirinto,"Sonja
Roteiro:  Roy Thomas",Sonja,Red Sonja,2,1977,"Roy Thomas,  Clair Noto - ‘Clara Noto’ Arte:  Frank Thorne Cores:  Rita de Carvalho Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Roy Thomas
Publicada originalmente em   Red Sonja (1977) n° 2/1977 - Marvel Comics
             
Red Sonja chega à cidade portuária de Venzia, no reino de Argos. Depois de testemunhar dois navios colidindo, ela resgata uma jovem de dois bandidos de rua. Momentos depois, um bandido muda com Sonja na nuca e a leva para a masmorra de um mago conhecido como Oculto.Título original: ""The demon of the maze"".17 Páginas",NA,17 Páginas
240,Heróis da TV,53,1,A espada e a feiticeira,Vingadores,Vingadores Feiticeira Escarlate Golias II Mercúrio Thor Visão II Pantera Negra Cavaleiro Negro III Arkon Encantor Cavaleiro Negro I Aragorn,"Avengers, The",84,1971,Roy Thomas,John Buscema,NA
241,Heróis da TV,53,2,O lobo e a pomba,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Black Jack Tarr Sir Nayland-Smith Clive Reston Leiko Wu Fu Manchu Fah Lo Suee Karamenah Ducharme,Master of Kung Fu,85,1980,Doug Moench,Mike Zeck,NA
242,Heróis da TV,53,3,Caçada sangrenta,"Sonja
Roteiro:  Bruce Jones Arte:  Frank Thorne Cores:  Cleusa M. C. Acosta Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Roy Thomas",Sonja,Marvel Feature,2,1976,"Bruce Jones Arte:  Frank Thorne Cores:  Cleusa M. C. Acosta Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Roy Thomas,  Marv Wolfman
Publicada originalmente em   Marvel Feature (1975) n° 2/1976 - Marvel Comics
             
Título original ""Blood of the Hunter.""Sonja rouba um ladrão na estrada, em seus pertences ela encontra uma chave de ouro com uma inscrição e um nome Balek... em seguida acontecimentos bizarros e peste cruzam o caminho de Sonja que parte em busca de respostas!18 Páginas",NA,NA
243,Heróis da TV,53,4,No domínio de Mangog,Thor,Thor Sif Fandral Hogun Volstagg Hildegarde (Valquíria) Bulwar Loki Mangog Grão-Vizir (Asgardiano) Asgardianos Kygar Whitemane Khan (Asgardiano) Rongor,Thor,195,1972,Gerry Conway,John Buscema,NA
244,Heróis da TV,54,1,A Jóia de Kara Sher,Conan,Conan O Bárbaro,Conan The Barbarian,35,1974,Roy Thomas,John Buscema,NA
245,Heróis da TV,54,2,O fênix e o dragão,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Fu Manchu Black Jack Tarr Fah Lo Suee Zaran Clive Reston Leiko Wu Sir Nayland-Smith,Master of Kung Fu,86,1980,Doug Moench,Mike Zeck,NA
246,Heróis da TV,54,3,No reino de Kartag!,Thor,Thor Hogun Fandral Volstagg Kartag Kygar Satrina Bulwar Hela Hildegarde (Valquíria) Khan (Asgardiano) Mangog Odin Rongor Sif Whitemane,Thor,196,1972,Gerry Conway,John Buscema,"Enquanto isso, Thor e os Guerreiros Três continuam sua busca por Kartag e o Crepúsculo, apenas para serem perseguidos por seus servos.** Ob: (22 páginas sendo 2 meia páginas).22 Páginas"
247,Heróis da TV,54,4,O que aconteceria se... o Surfista voltasse a ser um homem normal?,Vigia,Vigia Galactus Senhor Fantástico Surfista Prateado Mulher Invisível Tocha Humana II Coisa Shalla Bal,What If?,37,1983,David Anthony Kraft,Mike Vosburg,NA
248,Heróis da TV,55,1,O poço nos confins do mundo,Thor,Thor Fandral Hogun Volstagg Odin Hela Mangog Bulwar Whitemane Rongor Kartag Satrina Nornes Urd (Norne) Skuld Verdandi Grão-Vizir (Asgardiano) Asgardianos Balder,Thor,197,1972,Gerry Conway,John Buscema,NA
249,Heróis da TV,55,2,A crisálida e a andorinha,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Fu Manchu Leiko Wu Clive Reston Sir Nayland-Smith Black Jack Tarr Fah Lo Suee Zaran Karamenah Dr. Petrie,Master of Kung Fu,87,1980,Doug Moench,Mike Zeck,NA
250,Heróis da TV,55,3,Os olhos da górgona,"Sonja
Roteiro:  Bruce Jones Arte:  Frank Thorne Cores:  Rita de Carvalho Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Roy Thomas",Sonja,Marvel Feature,4,1976,"Bruce Jones Arte:  Frank Thorne Cores:  Rita de Carvalho Letrista:  Edison Gasparim Tradutor:  Jotapê Martins Editor original:  Roy Thomas,  Marv Wolfman
Publicada originalmente em   Marvel Feature (1975) n° 4/1976 - Marvel Comics
             
Título original ""Eyes of the Gorgon.""Quando Sonja chega a uma aldeia, ela é quase enforcada pelos cidadãos atingidos pelo medo. Um homem deformado chamado Unkas a resgata, e dele Sonja descobre que a górgona da lenda, Medusa, supostamente aterroriza a cidade. Unkas dá a Sonja a chance de escapar da vila, mas ela decide investigar a ameaça da Górgona.18 Páginas",NA,NA
251,Heróis da TV,56,1,Os dragões,Shang-Chi - Mestre do Kung Fu,Shang-Chi - Mestre do Kung Fu Fu Manchu Leiko Wu Clive Reston Sir Nayland-Smith Black Jack Tarr Fah Lo Suee Zaran,Master of Kung Fu,88,1980,Doug Moench,Mike Zeck,"Fu Manchu solta o guerreiro Maru contra seu próprio filho! Shang terá uma luta mortal!** Ob: 32 páginas (das 34 originais), sendo 17 pgs de MOKF 88 e 15 pgs (das 17 originais) de MOKF 89.32 Páginas"
252,Heróis da TV,56,2,Os selvagens cães de guerra,Vingadores,Vingadores Capitão América Feiticeira Escarlate Homem de Ferro Mercúrio Rick Jones Thor Visão II Gavião Arqueiro Hércules Ares,"Avengers, The",98,1972,Roy Thomas,Barry Windsor-Smith,NA
253,Heróis da TV,56,3,O colosso hirkaniano,Conan,Conan O Bárbaro Amytis Yezdigerd Yildiz Narim-Bey Feyd-Ratha,Conan The Barbarian,36,1974,Roy Thomas,John Buscema,NA
254,Heróis da TV,57,1,Três mundos em guerra,Vingadores,Vingadores Capitão América Feiticeira Escarlate Gavião Arqueiro Hércules Homem de Ferro Rick Jones Thor Visão II Mercúrio Pantera Negra Skrulls Guardião I Homem-Formiga Kratos Bia (Olimpiano) Jarvis,"Avengers, The",99,1972,Roy Thomas,Barry Windsor-Smith,NA
255,Heróis da TV,57,2,O destino dos deuses,Vingadores,Vingadores Capitão América Cavaleiro Negro III Feiticeira Escarlate Espadachim Gavião Arqueiro Homem de Ferro Homem-Formiga Hulk Mercúrio Pantera Negra Thor Vespa Visão II Hércules Encantor Aragorn Kratos Bia (Olimpiano) Cavaleiro Negro I Rick Jones Ares Zeus Fobus (Phobos),"Avengers, The",100,1972,Roy Thomas,Barry Windsor-Smith,NA
256,Heróis da TV,57,3,O macabro Adaptóide,Homem de Ferro,Homem de Ferro Adaptóide (Superadaptóide) Marianne (Marion) Rodgers,Iron Man,49,1972,Mike Friedrich,George Tuska,"..There lurks the Adaptoid!""Alertado pelos poderes precognitivos de Marianne Rodgers, o Homem de Ferro investiga uma invasão na Mansão dos Vingadores. Lá, o Vingador Dourado depara-se com o poderosíssimo androide conhecido como Adaptóide, que aguardava a volta do Capitão América. O gladiador blindado terá que enfrentar o vilão sozinho, uma vez que a criatura se adapta e imita o poder de qualquer um dos Vingadores com o qual mantiver contato. *Ob: (18 páginas das 20 originais)18 Páginas"
257,Heróis da TV,57,4,O templo dos sátiros,"Sonja
Roteiro:  Roy Thomas Arte:  Dick Giordano Cores:  Rita de Carvalho Letrista:  Jorge Yamamoto Tradutor:  Jotapê Martins Editor original:  Roy Thomas
Publicada originalmente em   Marvel Feature (1975) n° 1/1975 - Marvel Comics
             
Título original ""The temple of abomination!""Sonja vinga um sacerdote de Mitra",Sonja,Marvel Feature,1,1975,"Roy Thomas Arte:  Dick Giordano Cores:  Rita de Carvalho Letrista:  Jorge Yamamoto Tradutor:  Jotapê Martins Editor original:  Roy Thomas
Publicada originalmente em   Marvel Feature (1975) n° 1/1975 - Marvel Comics
             
Título original ""The temple of abomination!""Sonja vinga um sacerdote de Mitra, matando seus torturadores, um grupo de sátiros diabólicos.** Ob: Saiu em preto e branco The Savage Sword of Conan n°1 (1974).8 Páginas",NA,NA
258,Heróis da TV,58,1,As trevas da morte,Thor,Thor Kartag Grão-Vizir (Asgardiano) Hela Odin Balder Asgardianos Plutão Karnilla Hogun Volstagg Fandral Nornes Klothos Laecius Atropos,Thor,199,1972,Gerry Conway,John Buscema,
259,Heróis da TV,58,2,A chegada do Surfista Prateado,Quarteto Fantástico,Quarteto Fantástico Senhor Fantástico Coisa Tocha Humana II Mulher Invisível Surfista Prateado Galactus Skrulls Ute Inumanos Maximus Raio Negro,Fantastic Four,48,1966,Stan Lee,Jack Kirby,13 Páginas
260,Heróis da TV,58,3,Premonição macabra,Homem de Ferro,Homem de Ferro Marianne (Marion) Rodgers Adaptóide (Superadaptóide) Jarvis,Iron Man,50,1972,Mike Friedrich,George Tuska,23 Páginas
